Date x y z r
20100725 -0.34619173 0.2707324 -0.024357665 0.44015685
20100726 -0.36315146 0.25381142 -0.02500863 0.44376191
20100727 -0.37888184 0.23603083 -0.025574928 0.44711974
20100728 -0.39335826 0.21746874 -0.026056578 0.45022476
20100729 -0.40655956 0.19820142 -0.026453756 0.45307204
20100730 -0.4184676 0.17830336 -0.02676678 0.45565742
20100731 -0.429067 0.1578475 -0.026996093 0.45797718
20100801 -0.43834487 0.13690528 -0.027142255 0.46002823
20100802 -0.44629058 0.11554685 -0.027205927 0.46180788
20100803 -0.45289564 0.09384119 -0.027187869 0.46331394
20100804 -0.45815337 0.071856245 -0.027088925 0.46454456
20100805 -0.46205896 0.04965916 -0.026910033 0.4654983
20100806 -0.4646092 0.027316347 -0.026652204 0.46617404
20100807 -0.46580258 0.0048937146 -0.026316537 0.46657106
20100808 -0.46563905 -0.017543195 -0.025904205 0.46668887
20100809 -0.4641201 -0.03992904 -0.025416467 0.46652737
20100810 -0.46124876 -0.062198516 -0.02485467 0.46608672
20100811 -0.4570296 -0.084286205 -0.024220241 0.46536744
20100812 -0.45146874 -0.1061264 -0.023514709 0.4643703
20100813 -0.44457397 -0.12765294 -0.0227397 0.46309653
20100814 -0.4363548 -0.14879909 -0.021896947 0.46154755
20100815 -0.42682257 -0.16949737 -0.020988306 0.45972532
20100816 -0.41599068 -0.18967937 -0.020015756 0.4576321
20100817 -0.40387464 -0.20927565 -0.01898142 0.45527062
20100818 -0.3904924 -0.2282156 -0.017887576 0.45264408
20100819 -0.3758645 -0.2464273 -0.016736675 0.44975623
20100820 -0.3600144 -0.26383737 -0.015531353 0.4466114
20100821 -0.34296876 -0.28037092 -0.014274459 0.4432146
20100822 -0.3247578 -0.29595146 -0.012969072 0.4395715
20100823 -0.30541587 -0.31050083 -0.011618525 0.43568867
20100824 -0.2849816 -0.32393917 -0.010226433 0.4315735
20100825 -0.26349878 -0.3361849 -0.008796724 0.42723444
20100826 -0.24101664 -0.3471549 -0.0073336666 0.4226811
20100827 -0.21759069 -0.35676447 -0.005841906 0.4179243
20100828 -0.19328333 -0.3649278 -0.004326501 0.41297632
20100829 -0.16816467 -0.37155792 -0.0027929593 0.407851
20100830 -0.14231335 -0.3765675 -0.001247279 0.40256396
20100831 -0.11581739 -0.3798692 0.00030401215 0.39713266
20100901 -0.08877523 -0.3813764 0.0018538174 0.39157686
20100902 -0.061296593 -0.38100433 0.0033944342 0.3859185
20100903 -0.033503488 -0.37867114 0.004917521 0.38018218
20100904 -0.0055311495 -0.37429938 0.006414072 0.3743952
20100905 0.022471145 -0.3678179 0.007874402 0.3685878
20100906 0.050339386 -0.35916385 0.009288147 0.36279333
20100907 0.07789441 -0.3482853 0.010644284 0.35704827
20100908 0.104941815 -0.335144 0.011931182 0.35139242
20100909 0.13127239 -0.31971887 0.013136678 0.3458687
20100910 0.15666313 -0.3020092 0.014248205 0.34052297
20100911 0.18087909 -0.28203866 0.015252956 0.3354038
20100912 0.20367607 -0.25985897 0.016138112 0.33056173
20100913 0.2248045 -0.23555341 0.016891114 0.32604873
20100914 0.24401425 -0.20924008 0.017500002 0.3219171
20100915 0.26106068 -0.18107402 0.017953783 0.3182182
20100916 0.27571154 -0.1512484 0.01824285 0.31500116
20100917 0.2877546 -0.11999385 0.018359398 0.3123112
20100918 0.29700544 -0.08757634 0.018297825 0.3101881
20100919 0.3033152 -0.05429261 0.018055074 0.3086645
20100920 0.3065769 -0.020463984 0.0176309 0.30776456
20100921 0.30673096 0.013571758 0.01702801 0.30750287
20100922 0.3037678 0.04746961 0.016252073 0.3078837
20100923 0.297729 0.08088722 0.015311573 0.30890083
20100924 0.28870502 0.11349459 0.014217542 0.31053784
20100925 0.27683166 0.14498292 0.0129831685 0.3127689
20100926 0.2622837 0.17507198 0.011623332 0.3155599
20100927 0.24526793 0.20351559 0.010154099 0.31886998
20100928 0.22601502 0.23010509 0.008592211 0.32265303
20100929 0.2047718 0.25467077 0.006954613 0.32685938
20100930 0.1817936 0.2770816 0.0052580377 0.33143744
20101001 0.1573376 0.2972434 0.00351866 0.33633485
20101002 0.13165726 0.31509596 0.001751831 0.34149987
20101003 0.10499774 0.33060968 -2.8108738e-05 0.34688225
20101004 0.07759271 0.34378153 -0.0018079492 0.3524339
20101005 0.04966191 0.3546312 -0.0035756696 0.35810944
20101006 0.02140979 0.36319718 -0.0053204503 0.36386657
20101007 -0.0069751763 0.3695334 -0.007032646 0.3696661
20101008 -0.035320602 0.3737058 -0.008703737 0.37547213
20101009 -0.06346985 0.3757898 -0.010326254 0.3812519
20101010 -0.09128138 0.3758676 -0.011893708 0.3869757
20101011 -0.11862792 0.37402648 -0.0134005 0.3926168
20101012 -0.1453955 0.3703568 -0.014841834 0.39815107
20101013 -0.17148237 0.3649509 -0.01621364 0.403557
20101014 -0.19679804 0.3579019 -0.017512498 0.40881526
20101015 -0.22126219 0.34930286 -0.018735556 0.41390878
20101016 -0.24480374 0.33924615 -0.019880472 0.41882223
20101017 -0.26735994 0.32782292 -0.020945348 0.4235421
20101018 -0.28887543 0.31512287 -0.02192868 0.42805642
20101019 -0.3093016 0.3012338 -0.02282931 0.43235457
20101020 -0.32859585 0.28624168 -0.023646379 0.43642718
20101021 -0.34672076 0.27023047 -0.024379294 0.44026598
20101022 -0.36364383 0.25328213 -0.025027696 0.44386378
20101023 -0.37933674 0.23547657 -0.025591426 0.44721416
20101024 -0.39377502 0.21689186 -0.026070505 0.45031157
20101025 -0.4069375 0.19760418 -0.026465116 0.45315114
20101026 -0.41880623 0.177688 -0.026775582 0.45572868
20101027 -0.42936587 0.1572162 -0.027002351 0.4580405
20101028 -0.43860358 0.13626021 -0.027145984 0.4600835
20101029 -0.44650885 0.11489012 -0.027207145 0.46185508
20101030 -0.4530732 0.093174875 -0.027186599 0.46335298
20101031 -0.45829004 0.071182415 -0.027085193 0.4645754
20101101 -0.4621546 0.048979837 -0.026903864 0.46552092
20101102 -0.46466374 0.026633559 -0.026643632 0.4661884
20101103 -0.46581593 0.004209466 -0.026305594 0.4665771
20101104 -0.46561125 -0.018226905 -0.025890926 0.4666866
20101105 -0.46405122 -0.040610213 -0.025400894 0.4665168
20101106 -0.4611389 -0.06287516 -0.024836842 0.46606785
20101107 -0.4568789 -0.0849563 -0.024200205 0.46534026
20101108 -0.4512774 -0.10678794 -0.023492513 0.46433485
20101109 -0.44434223 -0.1283039 -0.022715393 0.4630528
20101110 -0.43608296 -0.14943741 -0.021870587 0.46149564
20101111 -0.42651105 -0.17012097 -0.02095995 0.45966524
20101112 -0.41563988 -0.19028613 -0.019985465 0.4575639
20101113 -0.40348506 -0.20986345 -0.018949265 0.4551944
20101114 -0.39006466 -0.22878225 -0.017853629 0.45255995
20101115 -0.37539923 -0.24697058 -0.016701011 0.4496643
20101116 -0.35951236 -0.264355 -0.01549406 0.44651178
20101117 -0.3424308 -0.28086063 -0.014235627 0.44310743
20101118 -0.32418495 -0.29641086 -0.012928799 0.43945697
20101119 -0.30480918 -0.3109275 -0.011576916 0.43556696
20101120 -0.28434238 -0.32433066 -0.010183606 0.43144485
20101121 -0.26282838 -0.3365387 -0.008752803 0.42709914
20101122 -0.2403167 -0.34746844 -0.007288788 0.4225394
20101123 -0.21686299 -0.3570352 -0.0057962183 0.41777658
20101124 -0.19252989 -0.365153 -0.004280165 0.41282296
20101125 -0.16738775 -0.371735 -0.0027461506 0.40769243
20101126 -0.14151548 -0.3766938 -0.0012001888 0.40240064
20101127 -0.11500142 -0.379942 0.00035117596 0.3969652
20101128 -0.08794432 -0.3813931 0.0019008291 0.39140582
20101129 -0.060454268 -0.3809624 0.0034410493 0.38574463
20101130 -0.032653667 -0.37856814 0.004963475 0.38000622
20101201 -0.004678163 -0.37413305 0.006459079 0.37421805
20101202 0.023322525 -0.36758617 0.007918157 0.3684104
20101203 0.05118393 -0.35886496 0.009330323 0.36261675
20101204 0.078726426 -0.34791782 0.010684535 0.3568737
20101205 0.10575514 -0.33470708 0.011969144 0.35122108
20101206 0.13206044 -0.3192121 0.013171974 0.34570193
20101207 0.15741889 -0.30143294 0.014280445 0.34036222
20101208 0.18159524 -0.281394 0.015281747 0.3352506
20101209 0.20434506 -0.25914797 0.016163064 0.33041763
20101210 0.22541866 -0.2347791 0.016911851 0.32591534
20101211 0.24456601 -0.20840664 0.01751617 0.321796
20101212 0.2615427 -0.18018675 0.017965065 0.31811097
20101213 0.276117 -0.15031374 0.018248977 0.31490925
20101214 0.28807735 -0.11901942 0.01836016 0.31223595
20101215 0.2972404 -0.08657073 0.018293086 0.3101306
20101216 0.3034584 -0.05326532 0.018044781 0.30862567
20101217 0.30662578 -0.019425109 0.017615087 0.307745
20101218 0.30668437 0.014611731 0.017006805 0.3075029
20101219 0.3036263 0.048500124 0.01622569 0.30790332
20101220 0.2974945 0.081897944 0.015280311 0.3089397
20101221 0.2883811 0.11447572 0.014181771 0.31059536
20101222 0.27642304 0.1459254 0.012943318 0.31284413
20101223 0.26179627 0.17596774 0.011579877 0.31565174
20101224 0.24470834 0.20435762 0.0101075405 0.3189771
20101225 0.22539067 0.2308876 0.008543066 0.32277396
20101226 0.2040904 0.25538915 0.0069033974 0.32699263
20101227 0.18106301 0.2777324 0.005205256 0.33158135
20101228 0.15656567 0.29782426 0.003464795 0.3364879
20101229 0.13085163 0.31560555 0.0016973377 0.3416605
20101230 0.104165785 0.33104748 -8.28083e-05 0.3470489
20101231 0.07674138 0.3441478 -0.0018624684 0.3526052
20110101 0.048797723 0.35492682 -0.0036296588 0.35828403
20110102 0.020538772 0.36342365 -0.0053735957 0.3640432
20110103 -0.007847488 0.3696925 -0.0070846695 0.36984363
20110104 -0.03618916 0.37379974 -0.008754392 0.3756495
20110105 -0.06433008 0.375821 -0.010375329 0.38142815
20110106 -0.09212916 0.3758387 -0.011941018 0.38714996
20110107 -0.11945956 0.37394017 -0.013445883 0.39278826
20110108 -0.14620768 0.37021592 -0.0148851555 0.39831907
20110109 -0.17227215 0.36475828 -0.016254786 0.40372086
20110110 -0.1975628 0.35766044 -0.01755137 0.40897444
20110111 -0.22199962 0.34901538 -0.018772075 0.41406274
20110112 -0.24551179 0.33891547 -0.019914571 0.41897056
20110113 -0.26803678 0.32745185 -0.020976977 0.4236844
20110114 -0.28951952 0.3147141 -0.021957798 0.42819232
20110115 -0.30991152 0.30079 -0.022855883 0.43248373
20110116 -0.32917035 0.2857655 -0.023670388 0.43654934
20110117 -0.3472588 0.26972443 -0.024400722 0.44038093
20110118 -0.3641445 0.25274873 -0.025046535 0.44397125
20110119 -0.37979925 0.23491822 -0.025607673 0.44731396
20110120 -0.39419863 0.21631093 -0.026084164 0.45040354
20110121 -0.40732166 0.19700298 -0.026476195 0.45323515
20110122 -0.41915038 0.1770688 -0.026784092 0.45580456
20110123 -0.42966962 0.15658121 -0.027008304 0.4581082
20110124 -0.4388666 0.1356116 -0.027149402 0.46014288
20110125 -0.44673082 0.11423 -0.027208047 0.46190605
20110126 -0.45325392 0.09250535 -0.02718501 0.46339548
20110127 -0.45842934 0.07050556 -0.027081141 0.46460938
20110128 -0.46225235 0.048297685 -0.026897378 0.4655463
20110129 -0.46471986 0.025948135 -0.026634742 0.46620518
20110130 -0.46583045 0.0035227833 -0.026294334 0.46658528
20110131 -0.46558416 -0.018912846 -0.025877336 0.46668613
20110201 -0.46398258 -0.04129342 -0.025385011 0.46650764
20110202 -0.46102884 -0.06355363 -0.024818707 0.46605003
20110203 -0.45672762 -0.08562804 -0.024179865 0.4653138
20110204 -0.4510851 -0.10745092 -0.023470012 0.4642998
20110205 -0.44410914 -0.1289561 -0.022690786 0.46300918
20110206 -0.43580946 -0.15007678 -0.021843925 0.46144345
20110207 -0.42619744 -0.1707454 -0.02093129 0.4596046
20110208 -0.41528666 -0.19089356 -0.019954873 0.45749485
20110209 -0.40309274 -0.2104517 -0.018916804 0.45511705
20110210 -0.38963377 -0.22934917 -0.017819371 0.45247436
20110211 -0.3749305 -0.24751392 -0.016665036 0.44957063
20110212 -0.35900652 -0.2648725 -0.015456448 0.44641015
20110213 -0.34188873 -0.28134996 -0.0141964685 0.44299802
20110214 -0.32360762 -0.29686967 -0.012888191 0.43933997
20110215 -0.3041977 -0.31135336 -0.0115349665 0.43544254
20110216 -0.283698 -0.32472107 -0.010140427 0.43131328
20110217 -0.26215255 -0.3368911 -0.008708521 0.42696068
20110218 -0.23961098 -0.3477803 -0.0072435383 0.4223944
20110219 -0.2161292 -0.35730386 -0.0057501495 0.41762537
20110220 -0.19177005 -0.36537582 -0.0042334385 0.41266593
20110221 -0.16660413 -0.3719093 -0.0026989428 0.40753004
20110222 -0.14071064 -0.3768168 -0.0011526918 0.40223342
20110223 -0.11417821 -0.38001108 0.0003987531 0.39679372
20110224 -0.087105945 -0.38140562 0.0019482588 0.39123073
20110225 -0.059604283 -0.38091576 0.0034880843 0.38556665
20110226 -0.03179603 -0.37845984 0.005009848 0.3798262
20110227 -0.0038172544 -0.3739608 0.006504502 0.37403682
20110228 0.024181874 -0.36734784 0.00796232 0.368229
20110301 0.052036427 -0.35855877 0.009372895 0.36243626
20110302 0.07956629 -0.34754238 0.010725165 0.3566953
20110303 0.106576145 -0.33426142 0.012007463 0.3510461
20110304 0.13285588 -0.31869587 0.013207598 0.34553173
20110305 0.15818168 -0.30084646 0.014312979 0.3401983
20110306 0.18231794 -0.28073844 0.015310794 0.3350945
20110307 0.20502001 -0.25842538 0.016188229 0.330271
20110308 0.2260381 -0.23399264 0.01693275 0.32577983
20110309 0.24512224 -0.20756048 0.017532444 0.3216732
20110310 0.26202834 -0.17928633 0.017976392 0.3180025
20110311 0.27652508 -0.14936563 0.018255087 0.31481656
20110312 0.28840178 -0.11803136 0.018360844 0.31216037
20110313 0.29747596 -0.085551485 0.018288208 0.31007332
20110314 0.30360112 -0.052224495 0.018034289 0.30858755
20110315 0.30667314 -0.018372973 0.01759902 0.30772668
20110316 0.30663535 0.015664555 0.016985295 0.30750465
20110317 0.3034814 0.04954295 0.016198957 0.3079251
20110318 0.29725587 0.08292033 0.015248661 0.30898118
20110319 0.28805232 0.11546775 0.014145583 0.31065583
20110320 0.276009 0.14687797 0.012903029 0.31292266
20110321 0.26130292 0.1768727 0.0115359705 0.31574714
20110322 0.24414258 0.205208 0.010060526 0.31908798
20110323 0.22475992 0.23167758 0.008493468 0.32289883
20110324 0.20340249 0.25611416 0.0068517383 0.3271299
20110325 0.18032593 0.27838898 0.0051520453 0.3317294
20110326 0.15578732 0.2984101 0.0034105205 0.33664507
20110327 0.13003974 0.31611934 0.0016424583 0.3418252
20110328 0.10332777 0.3314888 -0.00013786771 0.34721962
20110329 0.075884245 0.34451696 -0.0019173193 0.35278043
20110330 0.047928 0.3552248 -0.0036839496 0.35846242
20110331 0.019662524 0.36365187 -0.005427012 0.3642235
20110401 -0.008724716 0.36985293 -0.0071369335 0.37002465
20110402 -0.037062313 0.3738946 -0.008805259 0.37583017
20110403 -0.06519458 0.37585273 -0.010424585 0.3816075
20110404 -0.09298089 0.37580997 -0.011988478 0.38732713
20110405 -0.12029483 0.37385374 -0.013491389 0.39296246
20110406 -0.14702319 0.37007466 -0.014928573 0.39848956
20110407 -0.17306496 0.36456507 -0.016296001 0.40388703
20110408 -0.19833031 0.35741815 -0.01759029 0.40913573
20110409 -0.22273953 0.3487269 -0.018808618 0.41421866
20110410 -0.24622206 0.33858362 -0.019948676 0.41912067
20110411 -0.26871562 0.32707945 -0.02100859 0.42382827
20110412 -0.29016533 0.31430387 -0.021986881 0.42832962
20110413 -0.31052294 0.30034468 -0.02288241 0.43261418
20110414 -0.3297462 0.28528765 -0.023694333 0.43667266
20110415 -0.347798 0.26921666 -0.024422074 0.44049686
20110416 -0.3646461 0.25221348 -0.025065284 0.4440796
20110417 -0.38026246 0.23435798 -0.02562382 0.44741455
20110418 -0.3946228 0.21572807 -0.026097713 0.45049623
20110419 -0.4077062 0.19639981 -0.026487155 0.45331976
20110420 -0.4194948 0.17644759 -0.026792472 0.455881
20110421 -0.42997348 0.15594418 -0.027014125 0.45817634
20110422 -0.43912956 0.13496092 -0.02715268 0.46020266
20110423 -0.44695264 0.113567814 -0.027208807 0.4619574
20110424 -0.45343435 0.09183377 -0.027183274 0.4634383
20110425 -0.45856822 0.06982665 -0.02707694 0.46464366
20110426 -0.46234956 0.0476135 -0.02689074 0.46557197
20110427 -0.46477535 0.025260707 -0.0266257 0.46622223
20110428 -0.4658442 0.0028341294 -0.026282923 0.46659365
20110429 -0.4655562 -0.019600717 -0.025863595 0.46668586
20110430 -0.46391302 -0.041978505 -0.02536898 0.46649873
20110501 -0.4609178 -0.06423392 -0.024800427 0.46603248
20110502 -0.45657524 -0.08630153 -0.024159381 0.46528763
20110503 -0.4508916 -0.108115576 -0.023447376 0.46426502
20110504 -0.44387487 -0.12960988 -0.022666045 0.46296582
20110505 -0.43553466 -0.15071763 -0.021817135 0.46139163
20110506 -0.42588255 -0.17137127 -0.020902513 0.4595443
20110507 -0.41493207 -0.19150229 -0.019924168 0.4574262
20110508 -0.40269902 -0.21104117 -0.01888424 0.4550401
20110509 -0.3892015 -0.22991715 -0.017785018 0.45238924
20110510 -0.37446034 -0.24805821 -0.016628973 0.4494774
20110511 -0.35849926 -0.26539084 -0.0154187605 0.44630903
20110512 -0.34134525 -0.28184 -0.014157246 0.44288915
20110513 -0.32302892 -0.29732904 -0.012847532 0.4392235
20110514 -0.3035849 -0.31177962 -0.011492976 0.43531874
20110515 -0.28305236 -0.32511175 -0.0100972215 0.43118238
20110516 -0.2614755 -0.33724368 -0.008664225 0.42682293
20110517 -0.23890413 -0.34809217 -0.0071982895 0.42225012
20110518 -0.21539436 -0.3575724 -0.005704096 0.4174749
20110519 -0.19100928 -0.36559838 -0.004186743 0.4125097
20110520 -0.16581972 -0.37208316 -0.0026517813 0.40736848
20110521 -0.13990514 -0.37693933 -0.001105257 0.40206707
20110522 -0.113354504 -0.38007954 0.0004462518 0.39662313
20110523 -0.08626724 -0.3814174 0.0019955938 0.39105657
20110524 -0.058754154 -0.38086823 0.0035350083 0.38538963
20110525 -0.030938445 -0.3783506 0.005056094 0.3796471
20110526 -0.0029566078 -0.37378752 0.0065497817 0.37385657
20110527 0.02504074 -0.36710846 0.008006323 0.3680486
20110528 0.052888203 -0.35825154 0.009415291 0.36225677
20110529 0.080405205 -0.34716585 0.010765606 0.35651794
20110530 0.10739594 -0.3338147 0.012045579 0.35087213
20110531 0.13364986 -0.31817865 0.013243007 0.34536257
20110601 0.15894276 -0.30025908 0.014345288 0.34003544
20110602 0.18303868 -0.2800821 0.0153396055 0.33493948
20110603 0.20569277 -0.2577022 0.016213149 0.33012542
20110604 0.22665513 -0.23320574 0.0169534 0.32564533
20110605 0.24567586 -0.20671414 0.017548468 0.3215514
20110606 0.26251116 -0.17838597 0.017987473 0.31789497
20110607 0.27693027 -0.14841789 0.018260954 0.31472483
20110608 0.2887232 -0.11704399 0.01836129 0.31208575
20110609 0.29770848 -0.08453325 0.018283105 0.31001693
20110610 0.30374086 -0.05118503 0.018023586 0.30855027
20110611 0.30671757 -0.017322537 0.017582761 0.3077091
20110612 0.30658346 0.01671535 0.016963612 0.30750707
20110613 0.30333385 0.050583437 0.016172078 0.30794746
20110614 0.2970148 0.0839401 0.01521689 0.3090231
20110615 0.28772134 0.11645694 0.0141092995 0.3107167
20110616 0.275593 0.1478275 0.012862674 0.31300148
20110617 0.26080796 0.1777745 0.011492024 0.31584272
20110618 0.24357548 0.2060551 0.0100135 0.319199
20110619 0.22412816 0.23246424 0.008443883 0.32302377
20110620 0.20271388 0.25683582 0.006800116 0.32726714
20110621 0.1795884 0.27904227 0.005098894 0.33187735
20110622 0.15500882 0.29899272 0.0033563254 0.3368021
20110623 0.12922798 0.31663004 0.0015876759 0.34198973
20110624 0.10249012 0.33192712 -0.00019281458 0.3473901
20110625 0.07502769 0.3448833 -0.0019720441 0.3529554
20110626 0.047059067 0.35552007 -0.0037381032 0.35864055
20110627 0.018787237 0.36387762 -0.005480282 0.36440352
20110628 -0.009600821 0.37001103 -0.007189043 0.37020537
20110629 -0.0379342 0.37398732 -0.008855964 0.37601057
20110630 -0.0660577 0.3758825 -0.010473674 0.38178656
20110701 -0.09383113 0.37577948 -0.012035768 0.387504
20110702 -0.12112851 0.37376574 -0.013536722 0.39313635
20110703 -0.14783703 0.369932 -0.014971815 0.39865977
20110704 -0.17385605 0.3643706 -0.016337039 0.4040529
20110705 -0.19909604 0.35717478 -0.01762903 0.40929675
20110706 -0.2234776 0.3484375 -0.01884498 0.4143743
20110707 -0.24693045 0.33825102 -0.019982599 0.41927046
20110708 -0.26939255 0.32670644 -0.021040022 0.42397186
20110709 -0.29080924 0.3138932 -0.022015784 0.42846662
20110710 -0.31113243 0.29989898 -0.02290875 0.4327443
20110711 -0.33032006 0.2848096 -0.023718093 0.4367956
20110712 -0.3483352 0.26870877 -0.024443239 0.4406124
20110713 -0.36514574 0.25167826 -0.025083847 0.44418752
20110714 -0.38072374 0.23379785 -0.02563978 0.4475147
20110715 -0.39504504 0.21514538 -0.026111074 0.4505884
20110716 -0.40808883 0.19579689 -0.026497923 0.45340386
20110717 -0.41983733 0.17582668 -0.026800662 0.45595688
20110718 -0.43027547 0.1553075 -0.02701975 0.45824388
20110719 -0.43939066 0.13431065 -0.02715576 0.46026182
20110720 -0.44717258 0.112906076 -0.027209366 0.46200806
20110721 -0.45361292 0.09116265 -0.027181337 0.46348044
20110722 -0.45870525 0.06914822 -0.027072532 0.4646772
20110723 -0.46244496 0.04692981 -0.026883895 0.4655969
20110724 -0.46482906 0.024573777 -0.026616449 0.46623853
20110725 -0.4658562 0.00214597 -0.0262713 0.4666013
20110726 -0.46552652 -0.020288102 -0.025849637 0.46668485
20110727 -0.46384174 -0.042663116 -0.025352726 0.46648908
20110728 -0.46080503 -0.06491376 -0.024781922 0.46601418
20110729 -0.45642117 -0.086974576 -0.024138669 0.4652607
20110730 -0.45069644 -0.10877983 -0.023424504 0.46422952
20110731 -0.4436389 -0.1302633 -0.022641068 0.4629218
20110801 -0.4352582 -0.15135816 -0.021790106 0.46133915
20110802 -0.425566 -0.1719968 -0.02087349 0.4594834
20110803 -0.4145759 -0.19211073 -0.019893216 0.45735702
20110804 -0.40230373 -0.21163037 -0.018851425 0.4549627
20110805 -0.3887677 -0.23048493 -0.017750416 0.45230377
20110806 -0.3739887 -0.24860233 -0.016592659 0.449384
20110807 -0.35799056 -0.26590902 -0.015380818 0.44620782
20110808 -0.34080037 -0.28232992 -0.014117768 0.4427803
20110809 -0.32244888 -0.29778832 -0.012806617 0.43910724
20110810 -0.30297083 -0.31220585 -0.011450731 0.43519527
20110811 -0.28240556 -0.32550243 -0.010053763 0.43105197
20110812 -0.26079738 -0.3375963 -0.00861968 0.42668587
20110813 -0.23819634 -0.3484041 -0.0071527953 0.4221067
20110814 -0.21465872 -0.35784107 -0.005657803 0.41732556
20110815 -0.19024785 -0.36582112 -0.0041398136 0.4123548
20110816 -0.16503482 -0.3722573 -0.0026043942 0.4072085
20110817 -0.13909934 -0.37706217 -0.0010576061 0.40190253
20110818 -0.11253074 -0.38014844 0.0004939554 0.3964546
20110819 -0.08542871 -0.38142973 0.002043121 0.39088473
20110820 -0.057904463 -0.38082147 0.0035821109 0.3852152
20110821 -0.030081587 -0.37824225 0.0051025026 0.37947088
20110822 -0.0020969936 -0.37361538 0.0065952074 0.37367946
20110823 0.025898255 -0.3668705 0.008050456 0.36787158
20110824 0.053738303 -0.357946 0.0094578 0.36208093
20110825 0.08124211 -0.34679145 0.01080614 0.35634443
20110826 0.1082134 -0.33337054 0.012083771 0.35070226
20110827 0.13444121 -0.31766444 0.013278474 0.3451977
20110828 0.15970092 -0.2996753 0.014377641 0.339877
20110829 0.18375628 -0.27942997 0.015368449 0.33478898
20110830 0.2063622 -0.25698388 0.016238093 0.32998446
20110831 0.22726874 -0.23242444 0.01697407 0.32551548
20110901 0.24622609 -0.20587419 0.017564513 0.32143426
20110902 0.26299068 -0.17749284 0.01799858 0.317792
20110903 0.27733237 -0.14747821 0.01826686 0.31463748
20110904 0.28904185 -0.11606548 0.0183618 0.3120153
20110905 0.29793873 -0.08352467 0.018278087 0.30996445
20110906 0.3038789 -0.050155953 0.018013 0.3085166
20110907 0.30676106 -0.016283138 0.017566657 0.30769476
20110908 0.30653152 0.017754562 0.016942127 0.3075123
20110909 0.3031871 0.051611923 0.016145438 0.30797222
20110910 0.29677552 0.08494759 0.015185405 0.30906698
20110911 0.28739315 0.11743372 0.014073348 0.31077895
20110912 0.27518085 0.14876464 0.012822691 0.3130812
20110913 0.26031783 0.17866407 0.011448491 0.31593874
20110914 0.24301417 0.20689029 0.009966922 0.3193099
20110915 0.22350305 0.23323938 0.008394777 0.3231481
20110916 0.20203272 0.25754648 0.006748997 0.32740337
20110917 0.17885906 0.27968517 0.005046264 0.33202383
20110918 0.15423909 0.29956564 0.0033026633 0.33695725
20110919 0.12842546 0.31713173 0.0015334327 0.34215197
20110920 0.1016621 0.3323572 -0.00024722173 0.347558
20110921 0.074181035 0.34524208 -0.002026234 0.3531275
20110922 0.04620021 0.35580862 -0.003791731 0.35881555
20110923 0.017922116 0.36409733 -0.0055330396 0.36458015
20110924 -0.010466756 0.37016383 -0.0072406563 0.37038255
20110925 -0.03879599 0.37407538 -0.008906193 0.37618724
20110926 -0.06691084 0.3759083 -0.01052231 0.3819618
20110927 -0.09467159 0.37574556 -0.012082627 0.38767698
20110928 -0.12195265 0.37367487 -0.013581649 0.3933063
20110929 -0.14864162 0.36978695 -0.015014676 0.39882597
20110930 -0.17463818 0.36417428 -0.016377723 0.40421483
20111001 -0.19985315 0.35692996 -0.01766744 0.4094538
20111002 -0.22420743 0.348147 -0.018881043 0.41452602
20111003 -0.24763098 0.3379177 -0.020016246 0.4194164
20111004 -0.270062 0.326333 -0.021071205 0.42411166
20111005 -0.29144606 0.31348234 -0.022044461 0.42859998
20111006 -0.31173527 0.2994534 -0.022934891 0.4328709
20111007 -0.33088768 0.28433183 -0.023741676 0.43691522
20111008 -0.34886658 0.26820138 -0.024464248 0.44072482
20111009 -0.36563995 0.2511437 -0.025102276 0.44429255
20111010 -0.38118002 0.23323852 -0.025655625 0.44761214
20111011 -0.3954627 0.21456364 -0.02612434 0.45067814
20111012 -0.40846726 0.19519503 -0.026508616 0.45348573
20111013 -0.42017606 0.17520697 -0.026808795 0.45603085
20111014 -0.4305741 0.15467213 -0.027025336 0.45830983
20111015 -0.43964887 0.13366178 -0.02715882 0.46031967
20111016 -0.44739008 0.112245835 -0.027209917 0.46205777
20111017 -0.45378947 0.090493135 -0.027179407 0.46352196
20111018 -0.45884073 0.06847149 -0.027068146 0.4647105
20111019 -0.46253926 0.04624792 -0.026877081 0.46562195
20111020 -0.46488214 0.023888743 -0.026607241 0.4662553
20111021 -0.46586803 0.0014598056 -0.026259733 0.4666098
20111022 -0.46549717 -0.020973394 -0.025835747 0.4666851
20111023 -0.46377128 -0.04334553 -0.025336556 0.46648106
20111024 -0.46069363 -0.0655913 -0.024763513 0.46599793
20111025 -0.45626903 -0.08764524 -0.024118066 0.46523628
20111026 -0.4505038 -0.10944159 -0.023401758 0.46419692
20111027 -0.44340602 -0.13091414 -0.022616228 0.4628811
20111028 -0.4349855 -0.15199602 -0.021763232 0.46129036
20111029 -0.42525384 -0.17261961 -0.020844638 0.45942664
20111030 -0.41422474 -0.19271639 -0.01986245 0.45729232
20111031 -0.40191415 -0.21221675 -0.018818816 0.4548902
20111101 -0.38834032 -0.23104987 -0.017716039 0.4522235
20111102 -0.37352425 -0.2491436 -0.016556593 0.44929615
20111103 -0.35748985 -0.2664244 -0.015343148 0.44611248
